sample_id,settlement_a_mm,settlement_b_mm,settlement_c_mm,settlement_d_mm,kv_factor_a,kv_factor_b,kv_factor_c,kv_factor_d,ei_factor_s1,ei_factor_s2,ei_factor_s3,dT_s1_C,dT_s2_C,dT_s3_C,uniform_load_N_per_mm,R_a_kN,R_b_kN,R_c_kN,R_d_kN,sum_R_kN,total_udl_kN,equilibrium_err_kN,has_negative_reaction,v_A_mm,theta_A_rad,v_S1-1_6L_mm,theta_S1-1_6L_rad,v_S1-2_6L_mm,theta_S1-2_6L_rad,v_S1-3_6L_mm,theta_S1-3_6L_rad,v_S1-4_6L_mm,theta_S1-4_6L_rad,v_S1-5_6L_mm,theta_S1-5_6L_rad,v_B_mm,theta_B_rad,v_S2-1_6L_mm,theta_S2-1_6L_rad,v_S2-2_6L_mm,theta_S2-2_6L_rad,v_S2-3_6L_mm,theta_S2-3_6L_rad,v_S2-4_6L_mm,theta_S2-4_6L_rad,v_S2-5_6L_mm,theta_S2-5_6L_rad,v_C_mm,theta_C_rad,v_S3-1_6L_mm,theta_S3-1_6L_rad,v_S3-2_6L_mm,theta_S3-2_6L_rad,v_S3-3_6L_mm,theta_S3-3_6L_rad,v_S3-4_6L_mm,theta_S3-4_6L_rad,v_S3-5_6L_mm,theta_S3-5_6L_rad,v_D_mm,theta_D_rad
0,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.51,6.8,8.72,-61.64,1071.8051181859403,2636.889804799323,2606.0050360084165,1082.1000410495335,7396.800000043214,7396.8,4.321373126003891e-08,False,-0.17588505427943,-0.0007752551623268985,-5.7977316318460534,-0.000802074724113731,-9.759245996101692,-0.0003289632565620648,-9.76377500300034,0.0003332131248649329,-5.587042046157976,0.0008736025345777739,0.9228499785438442,0.0009813530869952672,5.845421637609362,0.00034559866666068154,6.2330703269741035,-0.00013989063590595538,4.936348921739008,-0.00019512218846160412,4.1154013100303946,-3.2568324589399694e-05,4.513933057791859,0.0001353083480431497,5.45920938255789,9.604522177100525e-05,4.862057179696115,-0.0003628300369871377,0.1189625615472664,-0.0009167496318203398,-5.783278712279208,-0.0007605773082702198,-9.110848959484935,-0.00019435159841367988,-8.130125383385202,0.00048190269992715213,-3.1076829341962013,0.0009681607889348153,3.689708552287895,0.0009643841365363989
1,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.47,6.65,4.51,-61.64,1077.5529765769286,2589.333637894075,2683.8737946079236,1046.0395909260535,7396.800000004981,7396.8,4.980392986908555e-09,False,-0.17682828767880068,-0.0008057064742813666,-5.991519108351666,-0.0008287520096026457,-10.106224029507137,-0.0003475184626545244,-10.195302887561866,0.00032712805109891106,-6.005492056598857,0.0008843356460683585,0.6440925870325678,0.001013252436671766,5.86195862936423,0.00040301230745217733,6.68778344911499,-6.94541459652324e-05,5.844003000923583,-0.00013327909967265837,5.346652837577741,-9.348872528388019e-07,5.795330189684522,0.00011511588362675395,6.373191939442328,2.4106053017178087e-06,4.846956646888718,-0.0005515230558085926,-1.0900712695779826,-0.0010818485450871456,-7.941190656546466,-0.000875753771538812,-11.797061535431398,-0.00023327726724201953,-10.748538813267889,0.0005455561699818365,-4.886675143980019,0.0011607217423175809,3.6972819329476883,0.0013121809176947987
2,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.95,14.5,13.56,-61.64,1117.2815546389959,2636.939215008565,2469.4769062974938,1173.1023241276084,7396.800000072662,7396.8,7.266226020874456e-08,False,-0.183347815333901,-0.0009286769812554694,-6.848449489755182,-0.000955895879841212,-11.741210108181258,-0.0004487824226846916,-12.33563435053364,0.0002817972747514626,-8.178103434422168,0.000924991326871075,-0.8873780797608928,0.0011699478480883818,5.845404455900321,0.0007058007229447323,8.104143055561325,6.515733722740849e-05,7.722612132848095,-0.00012168996051030944,7.0178778290137895,-6.721350384994707e-05,6.89056796313946,1.6124099541590767e-05,6.82487000590605,-8.413975799810989e-05,4.8885331058430275,-0.0005804774100492909,-0.6958560008908541,-0.000962564322967429,-6.515314903209281,-0.0007010016233044564,-9.278974624163807,-9.582784313788753e-05,-7.696161072421543,0.0005529322197104778,-2.476397903547295,0.0009452537674231873,3.6705963413115885,0.0007810982679265442
3,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.04,11.29,9.53,-61.64,1095.7589857970559,2626.4735282925576,2554.975986159435,1119.5914997693744,7396.800000018423,7396.8,1.8422724679112434e-08,False,-0.17981592495124965,-0.0009401878932604053,-6.81841375401475,-0.0009391473254203691,-11.550544308060147,-0.0004200554689805905,-11.958752714599857,0.00030622156060159024,-7.697960638829202,0.0009288318777293972,-0.4954692482401931,0.0011369235968191546,5.849043752046213,0.0006196306024122128,7.720380943611348,3.235054121576691e-05,7.252074227309676,-0.0001176723966897567,6.65092997980746,-4.291054488557381e-05,6.707316255597931,4.41734889619648e-05,6.795160760773494,-6.88829028106682e-05,4.8719528792710625,-0.000594552053783348,-1.006906832576327,-0.0010303193344714994,-7.348474932554867,-0.0007833678448024137,-10.6014213918782,-0.00015373611685493298,-9.214611067381446,0.0005585510515497301,-3.637106562790953,0.0010534688625950593,3.681834632594602,0.0010309787842091025
4,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.03,4.37,4.82,-61.64,1058.6398089876614,2615.276622149488,2688.7273289001914,1034.1562399978168,7396.800000035158,7396.8,3.5157427191734314e-08,False,-0.17372460450768049,-0.0007729667184163917,-5.727380549174877,-0.0007855658271300317,-9.559098239550515,-0.0003081930003564467,-9.438618490587782,0.00034828564644265666,-5.208058654903379,0.0008730182276779163,1.2180844126277082,0.0009551528577691215,5.85293731951848,0.00028382342125971325,5.99663364642852,-0.0001542980337894602,4.711806837890651,-0.0001801433461171143,4.038723400101805,-6.184849306115743e-06,4.601211517079055,0.00015511484897657996,5.606659024433679,9.129314106610755e-05,4.846015435610532,-0.00041012230661868174,-0.35355860072990103,-0.0010005670909937188,-6.8390986233073,-0.0008459153770694172,-10.643423083718954,-0.00024620569692385884,-9.79954531918081,0.0004985371516216543,-4.340676413798997,0.0010882883707511255,3.6997776627509844,0.0012230094283930484
5,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,8.49,13.31,12.75,-61.64,1098.9902260489444,2661.2710182537503,2475.687285531658,1160.8514702153052,7396.800000049658,7396.8,4.965750122210011e-08,False,-0.1803461770068241,-0.0010211430637699056,-7.28259589866366,-0.0009968803360684893,-12.315416213827067,-0.00045212200004886456,-12.84505678524294,0.0003022658288257496,-8.51014381335448,0.0009554312649591474,-1.0216830009071973,0.0011965224227651462,5.836943411711281,0.0007146731867840667,8.127824379362147,6.64481039762961e-05,7.7383015812012514,-0.00012485776970181045,7.006261966148269,-7.171676783246738e-05,6.85315416094633,1.3408501917383426e-05,6.783986443936501,-8.194456811542005e-05,4.88732877130555,-0.0005702483115109228,-0.6898190623198671,-0.0009691302803042924,-6.584188545318956,-0.0007154180809028578,-9.445280329985458,-0.00010915024538414556,-7.922789954228822,0.0005496484284297774,-2.6666107028594714,0.0009609531427214229,3.673169253734137,0.0008247253654177232
6,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,7.5,2.58,5.11,-61.64,1034.040233764144,2657.518463860463,2678.0423711067497,1027.1989312811177,7396.800000012474,7396.8,1.247371983481571e-08,False,-0.16968777211154273,-0.0008453825782452514,-6.022792464937764,-0.0008060860441438982,-9.87001699927186,-0.00029542628892503456,-9.605160285864475,0.0003757305719496655,-5.194397773131057,0.000896532652890615,1.3237155882540366,0.0009561280683176803,5.838248310005231,0.00024365070277427824,5.708552766742603,-0.00019462260577599746,4.179727142961824,-0.00021149814812318325,3.3528487680726733,-1.944825784972243e-05,3.912556649306014,0.00016906445737717074,5.127049445481053,0.00014157738989161188,4.848087493244523,-0.00031438179388814004,0.15216795428306218,-0.0009443646463855303,-6.076372529228927,-0.000824171351832963,-9.836488083887323,-0.00025384044230931555,-9.127327721906804,0.0004666032843646967,-3.948238202395785,0.0010371350303715328,3.7012388299604573,0.001157716263639258
7,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,7.7,5.35,5.37,-61.64,1053.2202592003493,2639.46754594773,2656.6041306706234,1047.5080642134321,7396.800000032135,7396.8,3.2135176297742873e-08,False,-0.17283524711207038,-0.0009082010597087489,-6.45527535484033,-0.0008696500179228488,-10.688441868288237,-0.0003452267396528816,-10.66940692910591,0.0003542026596370491,-6.267619216624065,0.0009177862943543568,0.5750930875494413,0.0010346722789168455,5.844525264186283,0.00039399449786706154,6.54677089857956,-9.528675004345361e-05,5.511779473951172,-0.00016258644658193058,4.844520220833415,-2.0376925331541977e-05,5.233524047577093,0.0001188792060402494,5.950881514126335,4.2719339869242954e-05,4.852244858263061,-0.00046132885742544493,-0.5779032111586155,-0.0010201574822198745,-7.115737511783649,-0.0008436380013661427,-10.859065779549784,-0.00023180894694196097,-9.905890636011495,0.0005153048832312331,-4.354412449617162,0.0010976786913367317,3.696973525616222,0.0012152739453040135
8,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,6.89,11.06,10.77,-61.64,1074.6332015520022,2681.1367611820183,2509.0268731804867,1132.0031641315372,7396.800000046044,7396.8,4.6044078771956265e-08,False,-0.17634914760004078,-0.0011028642907197736,-7.630546196999369,-0.0010238141796528755,-12.711482061707828,-0.00044269369354084094,-13.108241292973487,0.00032963105215034154,-8.582284979745026,0.0009823081718237153,-0.967453713280429,0.0012044857798928937,5.83003537751955,0.0006852977608979699,7.970632599932608,5.0351383271966505e-05,7.511610297365206,-0.00012999792333853066,6.775374497974948,-6.822249251583982e-05,6.6678929077465945,2.3215068073716095e-05,6.678692884259077,-6.814784923432461e-05,4.880863462931167,-0.0005547835780202411,-0.7270359408168543,-0.0009903100454783482,-6.826244864634242,-0.0007521797086209053,-9.925846386678778,-0.00014043109952617392,-8.535118470725259,0.0005449109839844867,-3.163536827443568,0.0010038217440938768,3.6792279469177904,0.0009362626487292389
9,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,6.49,2.29,2.98,-61.64,1027.4760388953437,2652.6315149970537,2707.5088534641086,1009.1835926670276,7396.800000023533,7396.8,2.3533175408374518e-08,False,-0.1686105764990103,-0.0009367735271893133,-6.501838909829633,-0.0008595597844827994,-10.5929576366,-0.00031594840344858425,-10.36886955282803,0.0003831945004506194,-5.828853992205673,0.0009270170416239683,0.9554302093012625,0.001004667334488374,5.839947678106569,0.00030527926358732025,6.085319386161909,-0.00014471775992486226,4.833667539325715,-0.00017923762962224378,4.146598717753222,-1.075267908712512e-05,4.6692811794181,0.0001482744840127162,5.630442833884235,8.53812520121388e-05,4.842373268546986,-0.0004119047086701017,-0.46815032159617237,-0.001029030729729063,-7.1817383021226,-0.0008828273003650111,-11.20965611047345,-0.00027333295265606405,-10.463364069704419,0.0004994275155773114,-4.854520249758168,0.0011354293065188401,3.705022393853098,0.001334633888097962
