sample_id,settlement_a_mm,settlement_b_mm,settlement_c_mm,settlement_d_mm,kv_factor_a,kv_factor_b,kv_factor_c,kv_factor_d,ei_factor_s1,ei_factor_s2,ei_factor_s3,dT_s1_C,dT_s2_C,dT_s3_C,uniform_load_N_per_mm,R_a_kN,R_b_kN,R_c_kN,R_d_kN,sum_R_kN,total_udl_kN,equilibrium_err_kN,has_negative_reaction,v_A_mm,theta_A_rad,v_S1-1_6L_mm,theta_S1-1_6L_rad,v_S1-2_6L_mm,theta_S1-2_6L_rad,v_S1-3_6L_mm,theta_S1-3_6L_rad,v_S1-4_6L_mm,theta_S1-4_6L_rad,v_S1-5_6L_mm,theta_S1-5_6L_rad,v_B_mm,theta_B_rad,v_S2-1_6L_mm,theta_S2-1_6L_rad,v_S2-2_6L_mm,theta_S2-2_6L_rad,v_S2-3_6L_mm,theta_S2-3_6L_rad,v_S2-4_6L_mm,theta_S2-4_6L_rad,v_S2-5_6L_mm,theta_S2-5_6L_rad,v_C_mm,theta_C_rad,v_S3-1_6L_mm,theta_S3-1_6L_rad,v_S3-2_6L_mm,theta_S3-2_6L_rad,v_S3-3_6L_mm,theta_S3-3_6L_rad,v_S3-4_6L_mm,theta_S3-4_6L_rad,v_S3-5_6L_mm,theta_S3-5_6L_rad,v_D_mm,theta_D_rad
0,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,10.25,11.68,12.88,-61.64,1102.5630499276433,2641.392174786324,2504.726500826909,1148.1182745043702,7396.800000045247,7396.8,4.524645191850141e-08,False,-0.18093248352017555,-0.0008259718857604456,-6.2137046676299885,-0.0008707578001911946,-10.628362673685167,-0.00039234539057270373,-10.973138059573483,0.00029839922763007215,-6.868638920854789,0.0008906241688266952,-0.007852855364883428,0.0010734775474335089,5.843856001432234,0.0005360932479927257,7.189115202114916,-4.006361074354727e-05,6.3063229957126365,-0.00016773200087513777,5.477161394312557,-5.938425598409282e-05,5.566874087826111,7.251701626283016e-05,6.024264417760827,1.5509208201386856e-05,4.881697403461068,-0.0004428800137494946,-0.0392665182356296,-0.0008980939509003958,-5.622009473286188,-0.0006914169983353598,-8.45405397051322,-0.0001228876881332339,-7.123117404361847,0.0005074691818840368,-2.2171149161766346,0.0008996288138983742,3.6758434671120717,0.0007535526758356648
1,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,10.23,14.81,14.85,-61.64,1119.4207709582427,2645.0229458135964,2446.8917956958007,1185.4644875777528,7396.800000045393,7396.8,4.539288056548685e-08,False,-0.18369886439313948,-0.00090484793202716,-6.725475497308382,-0.0009424577096201135,-11.558789460997167,-0.00044411688948808403,-12.146857155516576,0.000279308412901209,-8.025271518621727,0.0009169663119532424,-0.8020049903568703,0.0011580049220841142,5.842593451600128,0.0006915581278344055,7.9930418502205285,4.77938045162736e-05,7.500033125613974,-0.00013688883587611235,6.715870718672889,-7.496212692533937e-05,6.576419748111612,2.11113237016454e-05,6.601104984240208,-6.113109165909167e-05,4.89291287521053,-0.0005341617065876369,-0.38421707733075505,-0.0009182065842692326,-5.939556005835703,-0.0006676276739564485,-8.54240709727126,-8.246350772838603e-05,-6.962268424226313,0.0005372611165937599,-1.968835806187317,0.0008915214011910749,3.668000051768171,0.000680278813989326
2,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,10.07,13.74,12.5,-61.64,1115.102360118715,2627.183534568481,2495.525850705567,1158.988254658163,7396.8000000509255,7396.8,5.092533683637157e-08,False,-0.18299020578345052,-0.0009043102069115915,-6.703478366905179,-0.0009371533475441737,-11.494615365983291,-0.00043731261652544303,-12.041395776875369,0.0002843458706819166,-7.901190711129417,0.0009169702284829089,-0.7037507825829623,0.0011497085712941623,5.848796857296385,0.0006716947836563101,7.952105225697846,5.160575428790236e-05,7.531604057056562,-0.00012085790419879412,6.863221378639526,-5.8168525386037406e-05,6.806446895537215,2.7211283059690352e-05,6.804329964443623,-7.71810865240938e-05,4.883481619897871,-0.0005838179677178369,-0.7764930419647192,-0.0009801819450375507,-6.7323681927554295,-0.0007225913889759873,-9.62457538352575,-0.00011108483161114942,-8.093741050942196,0.0005543129292361161,-2.780689378567537,0.0009735770957477535,3.6735605644531426,0.0008466691358506525
3,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,10.03,6.72,7.62,-61.64,1077.3736405662978,2615.1705563214764,2632.737965767811,1071.5178373582207,7396.800000013805,7396.8,1.3805220078211278e-08,False,-0.17679885833252418,-0.0007379178523727762,-5.614382934488639,-0.0007834312183873773,-9.50221885370524,-0.00032480116351907214,-9.515570861637856,0.0003271061967690115,-5.402079741607121,0.0008614389768879621,1.0182342208107837,0.0009673452912575503,5.852974202426364,0.0003339590244211132,6.221995797649211,-0.00013523086336734186,4.987475234293614,-0.00018251344989475896,4.253886742152733,-2.0361068744084315e-05,4.70926622884079,0.00013876367241753577,5.625209253561594,8.239816592477324e-05,4.8568730533516105,-0.0004019299218035843,-0.1461609966425085,-0.000954343868912829,-6.272549897926548,-0.0007889396517703886,-9.736967662416744,-0.00020575580245432972,-8.754283187643532,0.0004951828812146411,-3.539563118031624,0.001013851601418842,3.6919310164140873,0.0010502118260857396
4,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.64,7.38,8.04,-61.64,1077.7703332649417,2622.9363435927507,2616.016313162494,1080.077010007049,7396.800000027235,7396.8,2.7234818844590336e-08,False,-0.17686395628330773,-0.0007865842405515453,-5.886557193531933,-0.0008163475645214631,-9.940501713245768,-0.0003416673835193233,-10.011961200490013,0.0003265901869903819,-5.846575878002098,0.0008775732614180465,0.7376345292158494,0.001000429954181693,5.850273758542167,0.000384294149824304,6.475654101186348,-0.00010795498677035589,5.357831515347337,-0.00017407655546335213,4.629415341752973,-2.6542889838179257e-05,5.006576598952979,0.00012218340243875695,5.789045957090828,5.9639713702170594e-05,4.860115764142201,-0.0004266462896291133,-0.24565368935984372,-0.0009614896549218906,-6.3784714376865335,-0.0007847640526561673,-9.794672804041678,-0.00019650801491038664,-8.750787997251864,0.0005032536604932537,-3.503544973039487,0.0010144961757381785,3.6901334272996835,0.0010371809987520942
5,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.62,7.62,8.01,-61.64,1079.215258348844,2621.430353496097,2614.6935181135755,1081.46087007845,7396.800000036967,7396.8,3.696641215356067e-08,False,-0.17710107096255281,-0.0007955234308509921,-5.94250776015072,-0.0008239402372953144,-10.039545498116558,-0.00034682050371089164,-10.134191069526423,0.00032496965444223026,-5.964797796717057,0.0008805783515727326,0.6579014957091545,0.0010091537020994398,5.850797445530248,0.0003998295905650106,6.5626537742670745,-9.755289378195116e-05,5.4969796142036715,-0.00016883938281719776,4.786173822140533,-2.6502210123264333e-05,5.146196932696476,0.00011699601663224861,5.876569132082335,4.919268978492846e-05,4.8603722843486725,-0.00044238452424547465,-0.3272337844918989,-0.0009704708015139536,-6.500208826800757,-0.0007879984908658379,-9.921624030058785,-0.00019500612437835758,-8.8547454673618,0.0005084815001266441,-3.563036958702174,0.0010224395848321924,3.6898427903535356,0.0010468295976663088
6,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,8.76,6.32,7.75,-61.64,1064.1885921653688,2642.0837176309215,2618.466788371701,1072.0609018509006,7396.800000018891,7396.8,1.8891114450525492e-08,False,-0.17463516932383633,-0.0008307617562353383,-6.0729275222037415,-0.0008304621351878982,-10.14929855731212,-0.0003359931191315237,-10.145506026125299,0.0003417791764717944,-5.875684217788094,0.0008920028660313362,0.7736530762902096,0.0010038260639663277,5.843615527082355,0.0003663826548192997,6.353672578325487,-0.0001241608770881423,5.141489440959626,-0.00018569922850529246,4.3588595396436896,-3.0704733014455194e-05,4.741137976856652,0.0001283600017169551,5.6072395066649845,7.903236802319212e-05,4.859640560967579,-0.000391159967676651,-0.08143767297774865,-0.0009465931616532924,-6.167320739225213,-0.0007846046919471135,-9.615325986819176,-0.0002052330906369797,-8.642965650422772,0.0004914968444560111,-3.4679497115921745,0.0010055603155148848,3.6918169625375605,0.0010369187904666025
7,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,8.98,11.64,10.5,-61.64,1095.9171959295577,2636.685285881617,2534.0778406454424,1130.1196775912256,7396.800000047843,7396.8,4.784305929206312e-08,False,-0.1798418875047685,-0.0009481941014820755,-6.863681459814029,-0.0009446936934377257,-11.62425588773802,-0.0004230223163955713,-12.043312429508342,0.0003059539141797738,-7.774974881033107,0.0009313831126947151,-0.5457465405166148,0.001142413393564067,5.845492756201879,0.0006281786413289955,7.734743546070096,3.0070183347670324e-05,7.230033147319186,-0.00012541954199943555,6.5739119988967625,-5.07628682950857e-05,6.5924922175718494,4.157759679379634e-05,6.695445571713374,-6.086075439582249e-05,4.876005507534611,-0.0005705502554441518,-0.8269804249950401,-0.0010028401324600586,-6.9951147234016595,-0.000760098039786877,-10.128312696683437,-0.00014236250950237943,-8.726684539454187,0.0005503416605724604,-3.290538193221428,0.0010179896726202693,3.6796235149289642,0.0009605429945685974
8,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.72,5.81,3.86,-61.64,1075.2296015419595,2582.5360317589184,2704.4391319406996,1034.5952347406203,7396.799999982198,7396.8,-1.7802449292503297e-08,False,-0.17644701785912614,-0.0007651116022327159,-5.755791526634164,-0.0007990359133459322,-9.713533813111711,-0.00033043869377092147,-9.735750724236794,0.0003298139410309907,-5.580895644615613,0.0008708701054709491,0.9201985388897513,0.00098187791396863,5.8643224018027,0.0003519712510670213,6.432608483394609,-9.646068483210996e-05,5.475799937749052,-0.00014096696384609337,4.978493365491737,5.980080443113582e-06,5.5088470450705405,0.00013191784036854022,6.218578906527566,2.4383708265748947e-05,4.842968557741362,-0.0005290946494465257,-1.0157002115835907,-0.0010793765876424882,-7.893651050908454,-0.0008848825450262385,-11.825839195081663,-0.0002456510536770656,-10.847414764573967,0.0005382930885844857,-4.993725626739245,0.0011669250839430165,3.6996854655021005,0.0013402064003276463
9,0.0,6.76236317848972,5.36742114401563,3.91697015037621,1.21875633217039,0.575148946195117,1.03133789506241,0.952294668480702,0.904193529807932,1.3229163792255,0.936823441580484,9.42,10.05,9.48,-61.64,1090.8959802949876,2626.875949537849,2568.7601602001982,1110.267910002777,7396.800000035812,7396.8,3.581226337701082e-08,False,-0.17901789742536875,-0.0008725391855037583,-6.421378444559524,-0.0008885379640654544,-10.883129668711844,-0.00039016414683691006,-11.171341316152413,0.00031171615071914926,-6.965459670819132,0.0009062510430125415,-0.017310518925123267,0.0010825886444595025,5.84890381568783,0.0005298628396018053,7.23427344139555,-2.4056343498701178e-05,6.49471745785534,-0.00014302466991465715,5.821667131021509,-3.9514473228075726e-05,5.990115404669735,7.401163889383017e-05,6.358614874172093,-1.4908941212672291e-05,4.869279812741314,-0.0005187485471279219,-0.6261390541901937,-0.000989956035892165,-6.797843327894904,-0.0007716374437398421,-10.049120909192707,-0.00016383130274970695,-8.783454584519358,0.0005334375892574671,-3.4045248872039133,0.0010201444344646736,3.6837927638485493,0.0009962507007993436
