N835,N836,N837,N839,N840,N838,N841,N843,N842,N846,N845,N844,F1,F2,F3,F4,F5,F6,T_grad,Bs_V13,Bs_V14,Bs_V15,Bs_V16,Bs_V17,Bs_V18,Bs_V19,Bs_V20,Bs_V21,Bs_V22,Bs_V23,Bs_V24,Bs_Y13,Bs_Y14,Bs_Y15,Bs_Y16,Bs_Y17,Bs_Y18,Bs_Y19,Bs_Y20,Bs_Y21,Bs_Y22,Bs_Y23,Bs_Y24,Bs_Z13,Bs_Z14,Bs_Z15,Bs_Z16,Bs_Z17,Bs_Z18,Bs_Z19,Bs_Z20,Bs_Z21,Bs_Z22,Bs_Z23,Bs_Z24,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,D_t1,D_t2,D_t3,D_t4,D_t5,D_t6,D_t7,D_t8,D_t9,D_t10,D_t11,D_t12,D_t13,D_t14,D_t15,D_t16,D_t17,D_t18,D_t19,D_t20,D_t21,D_t22,D_t23,D_t24,D_t25,D_t26,D_t27,D_t28,D_t29,D_t30,D_t31,D_t32,D_t33,D_t34,D_t35,D_g1,D_g2,D_g3,D_g4,D_g5,D_g6,D_g7,D_g8,D_g9,D_g10,D_g11,D_g12,D_g13,D_g14,D_g15,D_g16,D_g17,D_g18,D_g19,D_g20,D_g21,D_g22,D_g23,D_g24,D_g25,D_g26,D_g27,D_g28,D_g29,D_g30,D_g31,D_g32,D_g33,D_g34,D_g35,D_st1,D_st2,D_st3,D_st4,D_st5,D_st6,D_st7,D_st8,D_st9,D_st10,D_st11,D_st12,D_st13,D_st14,D_st15,D_st16,D_st17,D_st18,D_st19,D_st20,D_st21,D_st22,D_st23,D_st24,D_st25,D_st26,D_st27,D_st28,D_st29,D_st30,D_st31,D_st32,D_st33,D_st34,D_st35,Ry_t1,Ry_t2,Ry_t3,Ry_t4,Ry_t5,Ry_t6,Ry_t7,Ry_t8,Ry_t9,Ry_t10,Ry_t11,Ry_t12,Ry_g1,Ry_g2,Ry_g3,Ry_g4,Ry_g5,Ry_g6,Ry_g7,Ry_g8,Ry_g9,Ry_g10,Ry_g11,Ry_g12,Ry_st1,Ry_st2,Ry_st3,Ry_st4,Ry_st5,Ry_st6,Ry_st7,Ry_st8,Ry_st9,Ry_st10,Ry_st11,Ry_st12,Rx_t1,Rx_t2,Rx_t3,Rx_t4,Rx_t5,Rx_t6,Rx_t7,Rx_t8,Rx_t9,Rx_t10,Rx_t11,Rx_t12,Rx_g1,Rx_g2,Rx_g3,Rx_g4,Rx_g5,Rx_g6,Rx_g7,Rx_g8,Rx_g9,Rx_g10,Rx_g11,Rx_g12,Rx_st1,Rx_st2,Rx_st3,Rx_st4,Rx_st5,Rx_st6,Rx_st7,Rx_st8,Rx_st9,Rx_st10,Rx_st11,Rx_st12,N835_r,N836_r,N837_r,N839_r,N840_r,N838_r,N841_r,N843_r,N842_r,N846_r,N845_r,N844_r,D_t1_r,D_t2_r,D_t3_r,D_t4_r,D_t5_r,D_t6_r,D_t7_r,D_t8_r,D_t9_r,D_t10_r,D_t11_r,D_t12_r,D_t13_r,D_t14_r,D_t15_r,D_t16_r,D_t17_r,D_t18_r,D_t19_r,D_t20_r,D_t21_r,D_t22_r,D_t23_r,D_t24_r,D_t25_r,D_t26_r,D_t27_r,D_t28_r,D_t29_r,D_t30_r,D_t31_r,D_t32_r,D_t33_r,D_t34_r,D_t35_r
-12.2,-10.2,-5.99,-1.02,-11.25,-3.84,-1.77,-8.28,-10.47,-9.72,-2.33,-7.49,1.09,0.89,1.18,1.16,0.71,0.88,6.22,5000.0,5000.0,5000.0,17500.0,20000.0,17500.0,17500.0,20000.0,17500.0,5000.0,5000.0,5000.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1784.206483,-1958.93239,-1782.593623,-9883.200046,-7421.475317,-6967.704412,-9736.101334,-7921.692098,-7970.610244,-2362.033431,-2790.055544,-2745.981702,-6.469543,13.370593,-9.973194,-164.716182,-11.796595,7.639386,-8.714227,-7.875344,13.671884,-11.978845,-159.806577,-12.333844,10.396313,-6.508213,-10.2675,13.491456,-12.047732,-154.491391,-9.925244,13.119735,-3.360111,-12.461127,14.228559,-10.303905,-154.462171,-7.539711,14.95932,-6.4608,-12.851172,13.694566,-3.779842,-160.902732,-3.007062,12.960243,-12.229101,-0.070341,1.550832,0.226538,-6.60592,0.087145,1.526252,-0.174138,0.147633,2.21762,0.282453,-4.889185,0.336658,2.106977,0.380856,0.063285,2.874182,0.140159,-3.201095,0.184414,2.235944,0.108444,0.2082,2.93323,0.376681,-3.7389,0.305014,1.820489,0.272152,0.158786,2.047911,0.080028,-6.626635,-0.172063,0.60735,-0.466604,-6.399202,11.819761,-10.199732,-158.110262,-11.88374,6.113134,-8.540089,-8.022977,11.454265,-12.261298,-154.917392,-12.670502,8.289336,-6.889068,-10.330785,10.617274,-12.187891,-151.290295,-10.109658,10.883791,-3.468555,-12.669326,11.295329,-10.680586,-150.723271,-7.844726,13.138831,-6.732952,-13.009957,11.646655,-3.85987,-154.276097,-2.834999,12.352892,-11.762496,-0.001423,0.003634,-0.003285,0.000269,-0.001565,0.003403,-0.003403,0.000822,-0.001201,0.003266,-0.003565,0.001791,-0.000349,0.000152,-0.000164,0.000357,-0.00047,0.000145,-0.000105,0.000431,-0.000393,0.000188,-0.000112,0.000279,-0.001074,0.003482,-0.003121,-8.9e-05,-0.001095,0.003258,-0.003298,0.000391,-0.000808,0.003078,-0.003454,0.001512,-0.000339,0.000285,-0.00089,0.000841,-0.000315,0.00102,-0.000574,0.000228,7e-05,0.001746,-0.00079,-0.001188,0.000137,9.2e-05,6.8e-05,0.00022,-9e-06,4.6e-05,-4.6e-05,-4.2e-05,-8e-05,-6.9e-05,-0.00018,-0.000277,-0.000477,0.000194,-0.000958,0.000621,-0.000306,0.000975,-0.000528,0.00027,0.00015,0.001815,-0.00061,-0.000911,0.0,2.0,6.209999999999999,11.18,0.9499999999999992,8.36,10.43,3.92,1.7299999999999986,2.479999999999998,9.87,4.709999999999999,5.7304569999999995,25.570593,2.226806,-152.516182,0.4034049999999993,19.839386,3.485773,4.324655999999999,25.871884,0.2211549999999995,-147.60657700000002,-0.1338439999999998,22.596313,5.691787,1.9324999999999992,25.691456,0.1522679999999994,-142.291391,2.274756,25.319735,8.839889,-0.2611270000000001,26.428559,1.896094999999999,-142.26217100000002,4.660289,27.15932,5.739199999999999,-0.6511720000000008,25.894566,8.420157999999999,-148.702732,9.192938,25.160243,-0.0291010000000007
-11.81,-5.81,-10.0,-13.7,-4.76,-13.82,-2.85,-4.07,-3.3,-11.97,-14.01,-6.6,0.74,0.65,0.77,0.89,0.82,1.01,2.01,5000.0,5000.0,5000.0,17500.0,20000.0,17500.0,17500.0,20000.0,17500.0,5000.0,5000.0,5000.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1349.699866,-2911.260293,-1222.651405,-5682.934073,-15549.548862,-2799.916504,-9499.056423,-9422.335523,-7617.90079,-2357.741825,-2103.912861,-2807.628056,-10.337404,13.609529,-12.751306,-179.478032,-4.906106,15.171316,-7.108587,-8.99195,15.759281,-10.788029,-178.944495,-6.353746,15.880386,-10.24888,-6.672944,17.863358,-6.401803,-182.337219,-5.629531,15.686134,-14.356611,-8.917523,17.634074,-10.635372,-190.870434,-5.965259,15.898691,-15.319988,-11.681029,13.628438,-14.048385,-205.671682,-4.268184,14.6785,-12.608787,-0.016525,0.5725,0.072008,-2.637422,0.027853,0.82281,-0.05761,0.052475,0.78041,0.08464,-2.116302,0.108507,1.042635,0.127011,0.018769,0.983162,0.033967,-1.637642,0.059842,1.120775,0.039825,0.058196,1.005077,0.093734,-1.860532,0.095248,0.965524,0.093849,0.052282,0.744976,0.023729,-2.81497,-0.055607,0.4938,-0.149491,-10.320879,13.037029,-12.823313,-176.84061,-4.933959,14.348506,-7.050977,-9.044426,14.97887,-10.872669,-176.828193,-6.462253,14.837752,-10.375891,-6.691714,16.880196,-6.43577,-180.699577,-5.689373,14.565359,-14.396435,-8.97572,16.628997,-10.729106,-189.009902,-6.060507,14.933167,-15.413837,-11.733311,12.883462,-14.072114,-202.856712,-4.212576,14.1847,-12.459296,-0.001539,0.003976,-0.003234,0.000607,-0.001207,0.004078,-0.003444,0.001562,-0.000843,0.004053,-0.003702,0.001951,-0.000117,5.8e-05,-8.1e-05,0.00014,-0.000154,5.7e-05,-7.2e-05,0.000169,-0.00013,7.2e-05,-6.9e-05,0.000118,-0.001422,0.003919,-0.003153,0.000467,-0.001053,0.004021,-0.003371,0.001392,-0.000712,0.003981,-0.003633,0.001834,0.000511,0.001509,-0.001125,-0.000404,0.000152,0.001106,-0.000832,-0.000158,-0.000285,0.000637,-0.001071,-6.7e-05,4.3e-05,2.9e-05,1.5e-05,7.2e-05,-5e-06,1.5e-05,-2.5e-05,-1.4e-05,-2.3e-05,-1.3e-05,-6.7e-05,-8.9e-05,0.000468,0.00148,-0.001139,-0.000476,0.000157,0.001091,-0.000807,-0.000144,-0.000262,0.00065,-0.001004,2.2e-05,0.0,6.000000000000001,1.8100000000000005,-1.8899999999999988,7.050000000000001,-2.01,8.96,7.74,8.510000000000002,-0.1600000000000001,-2.1999999999999993,5.210000000000001,1.4725960000000011,25.419529,-0.9413059999999992,-167.668032,6.903894,26.981316,4.7014130000000005,2.8180500000000013,27.569281,1.0219710000000006,-167.134495,5.456254,27.690386,1.5611200000000007,5.137056,29.673358,5.408197,-170.527219,6.180469,27.496134,-2.546610999999998,2.8924770000000013,29.444074,1.1746280000000002,-179.060434,5.844741000000001,27.708691,-3.509988,0.1289709999999999,25.438438,-2.238384999999999,-193.861682,7.541816000000001,26.4885,-0.798786999999999
-0.82,-12.69,-7.83,-9.44,-4.84,-2.5,-5.97,-5.36,-6.05,-3.4,-11.58,-2.03,1.02,0.98,0.81,1.1,1.01,0.76,0.14,5000.0,5000.0,5000.0,17500.0,20000.0,17500.0,17500.0,20000.0,17500.0,5000.0,5000.0,5000.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1969.531058,-1375.37643,-1843.362566,-7005.033062,-13343.626006,-4217.935313,-8993.187666,-10190.250263,-6938.217367,-2413.477684,-2032.611556,-3001.977612,-8.324969,13.405485,-6.011596,-153.064328,-7.471609,8.900983,-2.392357,-10.673732,13.636834,-6.805359,-154.442703,-8.548784,10.186468,-7.284117,-13.136012,13.327301,-6.252725,-160.926182,-7.038097,11.334811,-12.319223,-11.460728,13.023791,-9.906182,-171.950012,-7.952194,13.274834,-10.099408,-4.382611,11.235623,-10.55308,-188.152106,-7.385141,13.798091,-3.147077,-0.001579,0.04634,0.005694,-0.163862,0.001551,0.037691,-0.003522,0.003929,0.063166,0.007017,-0.132469,0.00614,0.053572,0.005952,0.002017,0.080605,0.002847,-0.109404,0.003411,0.067277,0.000354,0.004107,0.083099,0.006406,-0.135657,0.0083,0.068516,0.010586,0.003447,0.064666,0.001427,-0.212123,-0.004035,0.037801,-0.011428,-8.323391,13.359144,-6.01729,-152.900466,-7.47316,8.863293,-2.388835,-10.677661,13.573668,-6.812376,-154.310234,-8.554923,10.132896,-7.290069,-13.13803,13.246695,-6.255572,-160.816778,-7.041509,11.267533,-12.319577,-11.464835,12.940692,-9.912588,-171.814355,-7.960495,13.206318,-10.109994,-4.386058,11.170957,-10.554508,-187.939983,-7.381105,13.76029,-3.13565,-0.001338,0.003252,-0.003174,-0.000378,-0.001425,0.003286,-0.003309,0.000934,-0.00033,0.003291,-0.003322,0.001157,-9e-06,4e-06,-4e-06,8e-06,-1.2e-05,5e-06,-4e-06,1.1e-05,-1e-05,6e-06,-5e-06,9e-06,-0.001329,0.003247,-0.00317,-0.000386,-0.001413,0.003281,-0.003305,0.000923,-0.00032,0.003285,-0.003316,0.001149,-0.000717,0.000506,-0.001058,-0.000728,-5.1e-05,0.000651,-0.000763,3.2e-05,0.001478,0.000849,-0.001039,0.000482,3e-06,2e-06,1e-06,4e-06,-0.0,1e-06,-1e-06,0.0,-2e-06,-1e-06,-5e-06,-7e-06,-0.00072,0.000503,-0.001059,-0.000732,-5.1e-05,0.00065,-0.000762,3.2e-05,0.00148,0.00085,-0.001034,0.000489,0.0,-11.87,-7.01,-8.62,-4.02,-1.6800000000000002,-5.1499999999999995,-4.54,-5.2299999999999995,-2.58,-10.76,-1.21,-7.504968999999999,14.225485,-5.191596,-152.244328,-6.651609,9.720983,-1.5723570000000002,-9.853732,14.456834,-5.985359,-153.622703,-7.728783999999999,11.006468,-6.464117,-12.316012,14.147301,-5.432725,-160.10618200000002,-6.218096999999999,12.154811,-11.499223,-10.640728,13.843791,-9.086182,-171.130012,-7.132194,14.094834,-9.279408,-3.562611,12.055623,-9.73308,-187.332106,-6.565141,14.618091,-2.327077
-4.45,-3.81,-3.34,-3.49,-2.2,-8.82,-12.4,-6.7,-3.64,-2.23,-0.99,-13.66,0.65,0.81,1.19,0.66,0.65,0.82,7.03,5000.0,5000.0,5000.0,17500.0,20000.0,17500.0,17500.0,20000.0,17500.0,5000.0,5000.0,5000.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1712.387716,-2290.185973,-1524.876691,-7017.171605,-12994.062559,-4190.5958,-8960.619527,-9353.047124,-7478.307286,-2488.092232,-2694.230087,-2621.009959,-3.754123,20.944421,-9.416585,-218.860809,-5.291075,17.895535,-15.16437,-3.899291,22.986865,-8.053764,-208.065671,-7.10875,19.739436,-10.529743,-4.254369,24.884061,-3.576425,-191.655465,-7.902085,19.966348,-2.797685,-5.974807,25.0633,-4.964094,-181.630725,-11.420089,18.289052,-1.838984,-5.553268,21.81939,-4.639409,-180.460134,-14.239358,11.916668,-4.363718,-0.059988,2.341409,0.190931,-10.145417,0.092772,2.812544,-0.18807,0.230921,2.917826,0.216289,-7.687864,0.344634,3.336141,0.442764,0.111459,3.158054,0.114682,-4.660744,0.182465,3.129566,0.128735,0.100281,2.608253,0.457185,-4.047777,0.355269,2.240057,0.310059,0.137887,1.222824,0.114989,-6.181239,-0.186509,0.566134,-0.531469,-3.694135,18.603012,-9.607516,-208.715391,-5.383847,15.082991,-14.9763,-4.130212,20.069038,-8.270053,-200.377807,-7.453384,16.403295,-10.972507,-4.365829,21.726007,-3.691106,-186.994722,-8.08455,16.836782,-2.926421,-6.075088,22.455047,-5.421279,-177.582947,-11.775358,16.048995,-2.149043,-5.691155,20.596566,-4.754397,-174.278895,-14.052848,11.350534,-3.832249,-0.001867,0.004179,-0.003874,0.001138,-0.001791,0.004182,-0.004,0.001226,-0.001015,0.004268,-0.004152,0.001177,-0.000439,0.000234,-0.000279,0.000474,-0.000514,0.000177,-0.000186,0.000528,-0.000367,0.000138,-0.000107,0.000305,-0.001427,0.003945,-0.003595,0.000664,-0.001277,0.004006,-0.003814,0.000698,-0.000647,0.00413,-0.004046,0.000872,7e-05,0.001363,-0.001362,0.001372,-9.2e-05,0.001335,-0.001238,0.00069,0.000305,0.001142,-0.001803,-0.000975,0.000167,9.7e-05,4.4e-05,0.000248,-4e-05,7.7e-05,-6.6e-05,-5.1e-05,-6e-05,-9.7e-05,-0.000198,-0.000318,-9.7e-05,0.001266,-0.001406,0.001125,-5.2e-05,0.001258,-0.001172,0.000741,0.000365,0.001239,-0.001604,-0.000657,0.0,0.6400000000000001,1.1100000000000003,0.96,2.25,-4.37,-7.95,-2.25,0.81,2.22,3.46,-9.21,0.6958770000000003,25.394421,-4.966584999999999,-214.410809,-0.841075,22.345535,-10.71437,0.5507090000000003,27.436865,-3.603763999999999,-203.615671,-2.6587499999999995,24.189436,-6.079743,0.1956310000000005,29.334061,0.8735750000000002,-187.205465,-3.4520849999999994,24.416348,1.6523150000000002,-1.524807,29.5133,-0.514094,-177.18072500000002,-6.970089000000001,22.739052,2.611016,-1.103268,26.26939,-0.1894089999999995,-176.01013400000002,-9.789358,16.366668,0.0862819999999997
-14.01,-0.01,-11.57,-1.61,-8.64,-1.67,-14.66,-8.64,-4.63,-10.51,-3.85,-4.4,0.77,1.19,1.19,0.81,0.94,0.87,5.68,5000.0,5000.0,5000.0,17500.0,20000.0,17500.0,17500.0,20000.0,17500.0,5000.0,5000.0,5000.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1068.391461,-3715.3688,-610.665661,-9003.662297,-9030.184528,-6340.751697,-9149.124589,-9291.383823,-7383.035492,-2393.999159,-2579.774409,-2758.244667,-11.752054,13.908208,-7.975849,-186.721328,-6.353889,14.373318,-5.398537,-7.653401,15.587726,-9.916634,-179.263953,-8.429669,15.101081,-4.954256,-1.588506,16.931452,-9.60479,-168.984692,-9.762355,13.796645,-4.522406,-3.975223,17.195062,-8.823559,-164.202957,-13.510344,11.22212,-7.743424,-11.715138,15.450312,-3.939568,-166.907204,-16.498865,4.500787,-12.785787,-0.060202,2.376676,0.182115,-8.409117,0.062148,2.223672,-0.149824,0.212786,2.903929,0.22063,-6.577037,0.256136,2.731012,0.289695,0.126211,3.153471,0.108353,-4.458243,0.150407,2.839242,0.056716,0.053215,2.675518,0.346308,-4.298226,0.343852,2.385993,0.364131,0.095931,1.527471,0.079877,-6.307009,-0.167108,0.930888,-0.465311,-11.691852,11.531533,-8.157964,-178.312211,-6.416038,12.149646,-5.248713,-7.866187,12.683797,-10.137265,-172.686915,-8.685805,12.370069,-5.243951,-1.714718,13.777981,-9.713143,-164.526449,-9.912762,10.957402,-4.579122,-4.028438,14.519544,-9.169867,-159.904731,-13.854196,8.836126,-8.107555,-11.811069,13.922841,-4.019446,-160.600195,-16.331758,3.569898,-12.320475,-0.001999,0.003452,-0.003426,0.00044,-0.001203,0.003443,-0.00343,0.000956,-0.00106,0.003653,-0.003382,0.001308,-0.000402,0.000228,-0.000226,0.000381,-0.000463,0.000192,-0.000177,0.000455,-0.000334,0.000157,-0.000144,0.000297,-0.001596,0.003224,-0.0032,5.8e-05,-0.000739,0.003251,-0.003253,0.0005,-0.000726,0.003496,-0.003238,0.001011,0.001407,0.000191,-0.001308,0.000455,0.000509,0.001025,-0.001141,3.5e-05,-0.00131,0.001624,-0.001557,-0.001026,0.000149,9.7e-05,3.4e-05,0.000185,-4.2e-05,6.6e-05,-4.7e-05,-1.5e-05,-4.5e-05,-6.5e-05,-0.000188,-0.000271,0.001258,9.5e-05,-0.001342,0.000269,0.000552,0.000958,-0.001094,5e-05,-0.001265,0.001689,-0.001369,-0.000755,0.0,14.0,2.4399999999999995,12.4,5.369999999999999,12.34,-0.6500000000000004,5.369999999999999,9.38,3.5,10.16,9.61,2.2579460000000005,27.918208,6.034151,-172.711328,7.656111,28.383318,8.611463,6.356599,29.597726,4.093366,-165.253953,5.580330999999999,29.111081,9.055744,12.421494,30.941452,4.40521,-154.974692,4.247645,27.806645,9.487594,10.034777,31.205062,5.186441,-150.192957,0.4996559999999999,25.23212,6.266576,2.294862,29.460312,10.070432,-152.89720400000002,-2.4888649999999988,18.510787,1.2242130000000009
-14.44,-12.94,-5.34,-12.57,-9.74,-11.7,-3.5,-0.32,-10.89,-8.87,-2.42,-2.85,1.02,1.1,0.9,1.13,0.99,0.74,6.4,5000.0,5000.0,5000.0,17500.0,20000.0,17500.0,17500.0,20000.0,17500.0,5000.0,5000.0,5000.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1928.259336,-1676.339609,-1872.092932,-7227.601335,-12594.490277,-4434.511177,-8279.2725,-11439.970873,-6178.380426,-2245.061187,-2586.560311,-2862.046558,-5.842262,11.341126,-13.398913,-164.210427,-11.052548,9.178499,-3.894828,-8.266479,12.169911,-13.147455,-161.793344,-8.708979,13.764417,-3.56162,-12.566168,12.113101,-11.07493,-162.193387,-2.498884,18.493219,-3.160685,-15.566676,10.969681,-13.456133,-169.030741,-3.064807,19.230157,-6.134698,-15.426952,7.23005,-13.677767,-183.168546,-5.143492,13.735644,-11.028819,-0.076306,2.197074,0.259672,-7.413386,0.069994,1.589527,-0.159638,0.193822,2.94774,0.323357,-5.902701,0.277993,2.285274,0.26853,0.109194,3.66753,0.136701,-4.691819,0.154917,2.868973,0.012418,0.160439,3.664238,0.311607,-5.743535,0.385571,2.919614,0.483155,0.144317,2.739002,0.066638,-9.119313,-0.184777,1.542161,-0.525049,-5.765957,9.144052,-13.658585,-156.797041,-11.122542,7.588972,-3.735189,-8.460301,9.222171,-13.470812,-155.890644,-8.986972,11.479144,-3.830149,-12.675363,8.445571,-11.211631,-157.501569,-2.653802,15.624247,-3.173103,-15.727114,7.305443,-13.76774,-163.287206,-3.450378,16.310542,-6.617854,-15.571269,4.491048,-13.744405,-174.049233,-4.958715,12.193483,-10.503771,-0.001309,0.003372,-0.003493,-2e-05,-0.001615,0.003363,-0.00354,0.001075,-0.000995,0.003372,-0.00336,0.001935,-0.000414,0.000207,-0.000175,0.000364,-0.000535,0.000218,-0.000165,0.00049,-0.000444,0.000256,-0.000216,0.000378,-0.000895,0.003165,-0.003318,-0.000384,-0.00108,0.003145,-0.003375,0.000586,-0.000551,0.003116,-0.003145,0.001556,-0.000673,0.00088,-0.000299,0.000496,-0.000574,0.00087,-0.000527,7.8e-05,0.000212,0.000849,-0.001444,-0.000976,0.000157,0.000109,5.5e-05,0.000196,-2.6e-05,5.2e-05,-3.9e-05,4e-06,-7.2e-05,-4e-05,-0.000223,-0.000309,-0.00083,0.000772,-0.000354,0.000301,-0.000548,0.000818,-0.000488,7.4e-05,0.000284,0.00089,-0.001221,-0.000668,0.0,1.5,9.1,1.8699999999999992,4.699999999999999,2.74,10.94,14.12,3.549999999999999,5.57,12.02,11.59,8.597738,25.781126,1.0410869999999992,-149.770427,3.3874519999999997,23.618499,10.545172,6.173520999999999,26.609911,1.2925449999999987,-147.353344,5.731021,28.204417,10.87838,1.873832,26.553101,3.3650699999999993,-147.753387,11.941116,32.933219,11.279315,-1.1266759999999998,25.409681,0.983867,-154.590741,11.375193,33.670156999999996,8.305302,-0.9869520000000004,21.67005,0.7622330000000002,-168.728546,9.296508,28.175644,3.411180999999999
-0.2,-9.86,-9.95,-1.1,-7.03,-1.27,-3.88,-0.02,-0.16,-5.89,-13.79,-14.9,1.14,1.18,1.12,0.87,0.99,1.13,-2.53,5000.0,5000.0,5000.0,17500.0,20000.0,17500.0,17500.0,20000.0,17500.0,5000.0,5000.0,5000.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1707.62097,-1877.80249,-1503.681584,-8287.542825,-10863.513452,-5456.446247,-8307.663772,-11466.047135,-6596.293399,-2302.990679,-2328.068169,-2626.915854,-10.358743,7.908325,-7.136575,-153.009736,-1.551515,8.89437,-15.610178,-11.033696,8.161995,-8.82718,-149.416991,-2.646117,9.572819,-16.391892,-10.784598,8.624618,-8.185175,-144.714049,-1.722066,10.063646,-15.118113,-8.760062,10.261309,-8.152555,-142.76145,-4.183595,10.785072,-11.946682,-3.141293,11.64133,-3.425398,-145.079295,-5.327733,10.269771,-5.688979,0.030636,-1.091914,-0.08045,3.969082,-0.030331,-1.181447,0.07389,-0.075494,-1.377991,-0.099604,3.206978,-0.131255,-1.437052,-0.152711,-0.044385,-1.623977,-0.051239,2.372166,-0.079885,-1.478586,-0.047871,-0.071493,-1.561606,-0.1583,2.406251,-0.141971,-1.21479,-0.133619,-0.05868,-1.119824,-0.035397,3.390804,0.077713,-0.541429,0.20034,-10.389378,9.000239,-7.056125,-156.978818,-1.521184,10.075817,-15.684068,-10.958202,9.539987,-8.727576,-152.623969,-2.514862,11.00987,-16.239181,-10.740213,10.248595,-8.133936,-147.086215,-1.642181,11.542231,-15.070243,-8.688569,11.822915,-7.994256,-145.167701,-4.041624,11.999861,-11.813063,-3.082613,12.761155,-3.390001,-148.470099,-5.405446,10.8112,-5.889319,-0.001024,0.002784,-0.002415,0.000461,-0.000906,0.002729,-0.002593,0.001005,-0.000161,0.002785,-0.002847,0.000953,0.000182,-0.000107,0.000117,-0.000187,0.000225,-0.000103,9.7e-05,-0.000219,0.00018,-0.000101,8e-05,-0.000143,-0.001206,0.002891,-0.002531,0.000648,-0.001131,0.002832,-0.00269,0.001224,-0.00034,0.002886,-0.002927,0.001096,-0.000207,6.5e-05,-0.000871,2e-06,0.000219,0.000784,-0.000708,0.00037,0.001193,0.001477,-0.001057,0.000449,-6.2e-05,-4.6e-05,-1.6e-05,-8.9e-05,9e-06,-3.4e-05,3e-05,1.5e-05,3e-05,2.1e-05,8.7e-05,0.000116,-0.000145,0.000111,-0.000856,9.1e-05,0.00021,0.000817,-0.000738,0.000356,0.001163,0.001456,-0.001144,0.000333,0.0,-9.66,-9.75,-0.9000000000000001,-6.83,-1.07,-3.68,0.18,0.04,-5.6899999999999995,-13.59,-14.7,-10.158743,8.108324999999999,-6.9365749999999995,-152.80973600000002,-1.351515,9.09437,-15.410178,-10.833696000000002,8.361994999999999,-8.627180000000001,-149.216991,-2.4461169999999997,9.772819,-16.191892,-10.584598000000002,8.824618,-7.985174999999999,-144.514049,-1.522066,10.263646,-14.918113,-8.560062,10.461309,-7.952554999999999,-142.56145,-3.983595,10.985072,-11.746682,-2.941293,11.84133,-3.225398,-144.879295,-5.127733,10.469771,-5.488979
